Year,Seed,School,Round Finished,Conf,G,Rec,AdjOE,AdjDE,AdjNR,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
2012,16,Lamar,0,Slnd,32,21–11,104.2,99.9,4.3,.6174,46.5,46.7,17.6,20.4,37.3,30.5,41.2,33.8,45.6,45.2,33.2,34.0,21.7,25.9,67.5,-4.2
2012,15,Detroit Mercy,0,Horz,33,20–13,106.4,102.6,3.8,.6019,48.5,50.9,19.1,22.4,35.3,33.0,44.0,38.7,50.1,48.5,29.6,37.0,27.5,34.6,67.9,-5.1
2012,15,Loyola MD,0,MAAC,32,24–8,102.3,99.0,3.3,.5937,47.4,47.7,20.7,21.8,39.0,33.0,43.0,39.8,46.0,45.3,34.0,36.1,27.3,27.1,64.5,-1.4
2012,16,UNC Asheville,0,BSth,30,21–9,107.2,104.4,2.8,.5747,52.7,51.4,19.1,22.4,32.9,35.0,48.5,36.1,52.9,50.4,34.8,35.4,33.5,34.5,69.6,-3.2
2012,16,Vermont,0,AE,34,23–11,102.5,100.0,2.5,.5713,49.4,45.8,19.4,20.0,34.2,29.9,37.9,33.1,48.4,44.9,34.6,31.9,29.5,31.6,63.5,-5.4
2012,16,LIU,0,NEC,33,25–8,107.0,105.8,1.2,.5316,53.3,49.1,21.5,18.4,34.8,34.0,49.8,22.3,52.3,49.0,36.8,32.8,31.2,28.0,74.3,-2.4
2012,15,Norfolk St.,1,MEAC,32,24–8,97.8,99.9,-2.1,.4394,49.7,45.4,21.4,19.7,33.6,33.0,43.7,37.2,50.9,45.3,31.4,30.5,31.4,32.0,68.0,-2.7
2012,16,Western Kentucky,0,SB,33,15–18,96.5,99.6,-3.1,.4095,44.8,47.4,21.9,21.3,33.6,32.8,40.3,38.8,44.1,46.5,30.8,33.3,33.2,25.7,68.6,-10.2
2012,16,Mississippi Valley St.,0,SWAC,33,21–12,95.7,105.0,-9.3,.2566,46.5,50.2,20.6,23.1,33.6,31.4,34.9,41.8,44.8,46.1,32.8,38.8,38.4,33.3,69.9,-4.8
2013,3,Florida,3,SEC,33,26–7,117.6,85.6,32.0,.9749,55.8,42.7,17.7,22.4,34.0,28.6,29.1,30.2,54.9,41.5,38.0,30.1,40.5,33.1,62.7,+4.2
2013,1,Indiana,2,B10,33,27–6,122.5,89.9,32.6,.9721,55.2,44.0,19.1,21.2,39.7,31.5,46.0,27.7,52.2,43.0,41.1,30.6,32.1,32.9,68.1,+7.7
2013,1,Louisville,6,BE,34,29–5,112.6,83.5,29.1,.9686,49.5,44.0,18.7,27.6,38.4,33.7,38.8,33.7,49.5,42.7,33.1,31.2,30.3,33.5,67.5,+9.0
2013,1,Gonzaga,1,WCC,32,30–2,119.4,90.3,29.1,.9615,55.5,44.2,17.1,20.9,37.4,30.2,41.0,29.5,55.9,42.1,36.4,31.8,31.1,38.0,65.2,+7.8
2013,1,Kansas,2,B12,34,29–5,112.3,86.0,26.3,.9554,53.4,41.5,19.9,18.7,34.3,28.8,39.7,33.1,52.7,39.0,36.7,30.7,29.6,36.2,67.7,+7.5
2013,2,Duke,3,ACC,32,27–5,118.0,91.3,26.7,.9502,54.4,45.7,15.6,20.9,29.4,32.9,37.7,31.4,51.1,46.3,40.6,29.3,33.3,26.8,68.1,+7.6
2013,2,Ohio St.,3,B10,33,26–7,113.4,89.3,24.1,.9397,50.8,45.2,16.6,20.7,32.2,27.6,34.2,28.4,50.0,43.6,35.1,32.0,31.1,35.7,65.0,+7.2
2013,4,Michigan,5,B10,32,25–7,120.4,95.0,25.4,.9385,54.4,47.9,14.3,18.9,32.5,29.6,28.7,22.9,53.5,46.9,37.5,33.2,34.0,35.0,64.8,+6.2
2013,5,Wisconsin,0,B10,34,23–11,108.4,85.7,22.7,.9371,49.2,43.0,15.6,18.0,32.6,26.7,29.9,25.6,48.5,42.7,33.4,29.2,39.7,24.8,62.1,+4.6
2013,4,Syracuse,4,BE,35,26–9,113.4,89.9,23.5,.9358,49.2,43.6,19.1,23.4,39.8,34.4,35.3,35.5,48.8,42.9,33.4,29.8,31.0,39.8,65.7,+5.1
2013,2,Georgetown,0,BE,31,25–6,106.8,84.6,22.2,.9357,51.4,42.8,20.1,22.6,30.6,31.3,37.0,33.6,50.4,41.3,35.8,30.5,32.6,34.1,62.1,+6.5
2013,8,Pittsburgh,0,BE,32,24–8,114.1,91.3,22.8,.9287,52.2,44.7,17.9,22.2,40.8,29.8,37.5,34.9,51.6,43.6,36.0,31.2,26.1,35.2,60.0,+3.1
2013,3,Michigan St.,2,B10,32,24–8,110.4,89.1,21.3,.9218,50.7,45.0,20.5,19.7,35.5,28.3,36.7,32.6,50.4,44.8,34.4,30.2,27.3,33.8,64.6,+6.7
2013,7,Creighton,1,MVC,34,27–7,118.0,95.5,22.5,.9187,59.1,45.9,18.8,16.2,29.2,27.0,33.6,25.8,56.4,45.4,42.1,31.3,39.6,33.1,65.3,+3.6
2013,5,VCU,1,A10,34,26–8,113.4,92.0,21.4,.9172,51.3,50.0,17.1,28.6,37.0,34.7,30.6,41.0,50.4,49.7,35.2,33.6,36.2,33.0,68.3,+2.7
2013,2,Miami FL,2,ACC,33,27–6,110.9,90.0,20.9,.9168,52.3,45.6,16.9,18.4,30.8,27.9,35.2,28.8,51.5,43.8,35.8,32.6,34.9,34.9,63.2,+6.4
2013,11,Minnesota,1,B10,32,20–12,112.7,92.0,20.7,.9122,49.1,45.4,21.7,20.1,44.1,32.9,41.9,35.3,49.1,42.6,32.6,33.9,29.6,34.3,64.0,+2.1
2013,6,Arizona,2,P12,32,25–7,113.0,92.4,20.6,.9097,51.9,47.0,19.5,20.5,35.4,27.2,37.4,32.1,50.3,44.0,36.3,36.0,37.9,30.4,67.0,+4.6
2013,5,Oklahoma St.,0,B12,32,24–8,107.9,88.4,19.5,.9075,48.9,44.5,18.1,21.5,31.8,30.7,40.8,35.1,49.6,42.5,31.6,32.2,31.2,34.2,67.3,+3.2
2013,4,Saint Louis,1,A10,33,27–6,107.9,88.6,19.3,.9061,50.7,45.6,17.6,23.4,28.1,28.3,44.7,35.6,50.0,44.3,34.7,32.8,34.3,26.8,64.7,+3.9
2013,3,Marquette,3,BE,31,23–8,113.3,94.1,19.2,.8943,50.7,46.2,21.0,19.9,37.8,33.2,41.4,31.5,52.8,45.3,30.1,31.8,26.9,35.5,64.9,+4.5
2013,4,Kansas St.,0,B12,33,26–7,112.1,93.7,18.4,.8865,49.2,47.4,18.2,22.4,38.5,34.0,31.8,36.9,46.8,46.5,35.9,33.1,33.2,28.9,63.2,+5.4
2013,10,Cincinnati,0,BE,33,22–11,105.1,88.1,17.0,.8830,46.2,43.1,19.5,20.1,38.8,29.9,36.2,32.1,45.3,42.2,31.7,30.0,37.3,30.2,65.5,+1.7
2013,11,Saint Mary's,0,WCC,32,26–6,115.0,96.6,18.4,.8808,54.3,47.2,18.4,17.8,37.2,25.0,36.9,37.6,53.2,43.9,37.3,36.9,38.1,28.8,65.2,+2.7
2013,7,San Diego St.,1,MWC,30,20–10,105.5,88.7,16.8,.8802,48.5,44.1,17.9,18.3,31.5,28.0,36.0,29.7,48.4,42.4,32.4,31.9,32.4,32.3,67.0,+0.49
2013,7,Notre Dame,0,BE,34,25–9,114.5,96.3,18.2,.8795,52.3,46.5,17.4,16.2,34.1,29.8,32.2,24.7,50.5,45.7,37.3,32.2,31.9,29.0,61.6,+3.8
2013,9,Missouri,0,SEC,33,23–10,112.9,95.2,17.7,.8777,51.3,45.9,19.3,17.5,39.5,28.3,35.1,28.8,51.4,44.0,34.0,32.9,31.3,35.1,67.6,+1.3
2013,5,UNLV,0,MWC,33,24–9,105.6,89.0,16.6,.8771,49.3,44.0,20.3,18.6,33.5,27.2,36.5,29.7,49.4,42.6,32.7,31.3,34.7,32.1,69.3,+1.8
2013,8,Colorado St.,1,MWC,31,23–8,115.5,97.4,18.1,.8760,48.9,48.2,16.7,16.9,41.8,23.3,43.3,36.6,48.4,46.6,33.4,33.9,27.3,37.6,64.8,+2.0
2013,8,North Carolina,1,ACC,33,23–10,110.7,93.5,17.2,.8750,49.5,48.0,17.1,21.2,35.1,30.9,28.0,26.7,46.9,45.9,37.0,34.9,30.7,32.6,71.4,+2.6
2013,6,Memphis,1,CUSA,34,30–4,107.3,90.8,16.5,.8719,53.2,45.6,20.8,22.0,36.2,30.6,37.9,35.0,51.8,43.5,37.9,33.5,28.3,30.5,69.5,+4.7
2013,8,N.C. State,0,ACC,34,24–10,115.6,98.1,17.5,.8674,54.1,46.6,17.9,16.9,34.9,33.0,41.2,28.1,52.5,47.4,39.3,29.9,23.7,32.2,68.2,+2.2
2013,9,Wichita St.,4,MVC,34,26–8,107.8,91.6,16.2,.8668,50.2,46.0,19.8,20.4,38.0,25.3,35.8,37.4,50.1,44.0,33.7,33.0,35.2,36.2,64.8,+2.3
2013,3,New Mexico,0,MWC,34,29–5,106.4,90.6,15.8,.8637,48.7,45.5,17.6,19.5,28.9,27.8,45.8,25.2,46.2,41.7,35.4,34.3,35.0,39.1,65.5,+7.0
2013,10,Iowa St.,1,B12,33,22–11,115.5,98.5,17.0,.8617,53.6,47.8,18.6,18.5,34.6,28.9,33.1,32.4,52.1,48.6,37.0,30.7,43.9,33.2,69.6,+0.7
2013,7,Illinois,1,B10,32,20–12,110.1,94.0,16.1,.8607,47.9,49.0,17.6,21.9,33.4,33.2,31.2,36.6,47.6,47.8,32.1,34.2,40.9,35.4,66.4,+2.4
2013,6,Butler,1,A10,33,25–8,109.4,93.7,15.7,.8562,51.0,46.9,20.5,17.3,36.2,26.0,38.1,36.5,50.7,45.6,34.3,33.1,35.7,30.8,64.4,+4.8
2013,6,UCLA,0,P12,34,25–9,110.9,95.0,15.9,.8553,49.5,47.1,15.7,20.0,30.2,34.0,32.9,24.4,49.1,46.9,33.9,31.9,23.8,30.9,69.5,+3.3
2013,12,Oregon,2,P12,34,26–8,103.8,89.2,14.6,.8508,49.1,46.3,21.3,22.3,36.1,27.8,39.0,32.7,49.4,44.2,32.3,34.3,27.4,29.6,69.2,+2.9
2013,11,Middle Tennessee,0,SB,33,28–5,105.2,90.4,14.8,.8505,51.3,44.1,20.8,23.9,37.0,29.0,42.2,42.5,49.4,43.9,37.8,29.6,26.2,31.8,65.0,+1.0
2013,10,Colorado,0,P12,32,21–11,105.8,91.0,14.8,.8485,48.6,46.1,19.9,19.4,33.9,30.5,41.4,24.7,47.2,44.9,34.7,32.3,28.7,35.9,65.6,+1.4
2013,9,Villanova,0,BE,32,19–13,105.0,91.2,13.8,.8359,47.3,46.9,22.9,21.9,32.8,29.7,51.3,40.5,45.6,42.3,33.7,36.8,35.3,35.7,67.8,+0.30
2013,10,Oklahoma,0,B12,31,20–11,109.5,95.1,14.4,.8347,47.9,47.4,17.6,19.7,33.6,31.4,36.1,31.5,47.5,46.5,32.6,32.7,26.4,34.5,66.9,+0.38
2013,13,La Salle,2,A10,30,21–9,109.8,95.5,14.3,.8337,51.5,49.2,17.3,22.0,29.6,32.9,31.5,28.6,49.1,50.6,37.1,29.9,35.7,24.4,66.6,+0.47
2013,11,Belmont,0,OVC,30,24–6,108.9,94.9,14.0,.8298,56.8,47.4,19.8,25.0,30.4,33.9,32.4,36.9,57.1,46.2,37.6,32.9,39.5,36.9,67.4,+0.35
2013,13,Boise St.,0,MWC,29,19–10,111.4,97.1,14.3,.8292,51.6,50.6,18.4,20.1,30.1,24.6,33.7,42.8,48.2,50.4,38.7,34.1,35.2,37.1,66.4,-0.11
2013,12,Mississippi,1,SEC,34,26–8,109.7,95.9,13.8,.8251,49.3,46.6,15.8,21.7,33.8,31.9,39.3,31.3,49.3,46.4,33.0,31.3,33.2,35.8,71.1,+1.7
2013,11,Bucknell,0,Pat,32,27–5,105.6,93.2,12.4,.8088,49.9,42.6,15.1,14.3,29.6,24.2,36.6,28.7,48.6,41.0,36.0,30.9,24.3,30.8,63.3,+1.2
2013,9,Temple,1,A10,32,23–9,110.0,97.5,12.5,.7998,49.2,48.7,16.2,20.2,31.2,31.9,35.5,33.9,48.7,46.8,33.4,35.5,37.2,29.6,67.1,+1.6
2013,12,California,1,P12,31,20–11,105.6,93.7,11.9,.7986,48.2,44.5,18.8,16.6,32.8,30.6,31.3,30.7,48.9,42.0,30.4,33.6,23.4,29.4,66.4,+0.5
2013,12,Akron,0,MAC,31,25–6,105.4,93.8,11.6,.7919,51.4,44.0,20.4,20.5,37.8,30.2,36.8,35.5,52.2,42.2,33.2,32.2,36.7,29.6,66.6,+0.6
2013,14,Davidson,0,SC,32,25–7,110.8,99.5,11.3,.7768,53.3,45.5,17.0,18.9,29.2,27.9,38.7,36.5,52.2,44.5,36.6,32.3,38.5,26.2,65.4,-1.2
2013,14,Valparaiso,0,Horz,32,25–7,107.8,97.7,10.1,.7562,56.1,46.0,22.0,19.2,31.6,27.3,42.3,37.4,56.1,44.5,37.5,33.6,39.8,26.2,65.8,-0.6
2013,15,Iona,0,MAAC,33,20–13,113.8,105.0,8.8,.7158,52.5,51.5,16.9,19.5,32.8,33.4,32.7,32.1,50.5,49.1,37.3,37.3,36.4,35.3,71.0,-5.7
2013,13,New Mexico St.,0,WAC,33,23–10,103.3,95.4,7.9,.7124,50.0,45.3,21.8,18.7,36.4,29.8,47.9,30.8,50.3,43.0,32.6,33.8,23.7,29.8,65.2,-2.9
2013,14,Harvard,1,Ivy,27,18–9,106.0,100.1,5.9,.6576,55.0,49.0,21.1,21.1,26.1,31.5,50.4,30.7,52.4,49.0,40.1,32.7,33.8,28.5,64.9,-2.5
2013,13,South Dakota St.,0,Sum,31,22–9,110.0,104.2,5.8,.6498,53.5,50.9,16.3,17.1,29.0,26.0,33.5,24.7,50.2,49.6,39.4,35.5,36.3,35.1,64.1,-3.0
2013,15,Pacific,0,BW,32,20–12,105.7,101.0,4.7,.6290,50.8,49.7,17.7,20.1,29.4,30.6,38.2,39.2,47.1,48.3,39.1,34.7,31.8,38.2,63.3,-5.0
2013,15,Florida Gulf Coast,2,ASun,32,22–10,101.9,97.4,4.5,.6288,51.4,47.1,20.9,22.4,33.2,32.7,34.5,32.9,52.3,47.0,33.1,31.5,34.8,38.0,68.9,-3.9
2013,14,Northwestern St.,0,Slnd,27,19–8,105.0,102.0,3.0,.5841,49.3,47.6,19.0,22.0,35.3,37.0,40.8,40.6,50.2,46.5,31.4,34.0,29.7,25.4,73.2,-3.0
2013,15,Albany,0,AE,34,24–10,101.1,99.6,1.5,.5422,49.8,47.9,21.2,19.9,31.7,28.3,40.3,27.4,47.4,47.1,36.4,33.1,33.0,34.9,63.3,-4.3
2013,13,Montana,0,BSky,29,23–6,103.2,101.9,1.3,.5380,54.0,48.3,18.9,18.5,25.1,30.6,41.3,35.1,52.5,47.8,37.8,33.1,35.5,30.5,63.8,-1.2
2013,16,Western Kentucky,0,SB,34,19–15,99.5,100.6,-1.1,.4685,49.1,47.9,22.4,20.7,34.8,31.1,37.9,37.0,48.7,47.4,33.2,32.8,36.4,31.7,66.0,-8.1
2013,16,Southern,0,SWAC,29,20–9,96.1,97.5,-1.4,.4592,49.1,41.6,16.8,20.3,26.7,31.1,40.3,35.2,46.2,40.4,36.4,29.6,34.4,30.1,65.1,-5.5
2013,16,James Madison,0,CAA,34,20–14,98.1,99.8,-1.7,.4509,47.4,48.7,17.2,21.3,29.2,30.5,38.3,39.8,46.1,46.7,33.3,35.0,32.1,34.1,64.5,-8.6
2013,16,LIU,0,NEC,33,20–13,108.5,111.6,-3.1,.4201,54.9,52.5,20.3,18.4,35.0,33.3,46.3,31.9,53.4,51.0,38.5,37.3,34.1,30.6,69.5,-8.4
2013,16,North Carolina A&T,0,MEAC,34,18–16,91.0,96.0,-5.0,.3504,45.2,44.5,22.5,23.6,30.2,33.4,43.2,41.3,45.1,42.5,30.2,31.8,37.0,38.2,66.9,-11.3
2013,16,Liberty,0,BSth,32,12–20,98.3,108.3,-10.0,.2465,48.4,47.5,19.9,15.2,29.3,32.9,38.5,38.5,45.0,48.4,36.7,30.5,34.3,33.1,65.8,-15.3
2014,4,Louisville,2,Amer,34,29–5,119.2,88.2,31.0,.9697,54.0,43.8,14.9,25.2,37.3,32.9,40.4,38.2,53.0,43.9,37.1,29.1,35.6,30.7,69.0,+5.4
2014,1,Arizona,3,P12,34,30–4,115.0,86.7,28.3,.9624,51.6,42.2,16.0,19.0,37.2,26.0,41.7,34.5,50.9,40.5,35.6,31.4,26.5,26.2,64.6,+9.5
2014,1,Florida,4,SEC,34,32–2,115.9,88.8,27.1,.9555,52.7,45.1,17.8,21.9,35.6,28.8,43.4,32.6,51.3,42.9,36.8,33.3,35.3,31.5,63.4,+11.8
2014,3,Duke,0,ACC,34,26–8,126.1,97.8,28.3,.9488,54.0,49.0,14.4,18.7,35.1,31.7,39.3,40.2,50.8,50.0,39.4,30.5,39.0,24.0,66.8,+6.5
2014,1,Virginia,2,ACC,34,28–6,113.2,88.4,24.8,.9453,50.6,43.9,16.8,18.8,34.8,26.4,42.4,32.3,48.9,41.8,36.5,31.9,29.6,33.9,61.3,+8.2
2014,2,Wisconsin,4,B10,33,26–7,121.9,96.6,25.3,.9355,53.1,47.5,12.6,15.6,27.9,27.7,44.1,25.9,51.3,46.2,37.3,34.3,39.3,25.3,64.3,+8.0
2014,3,Creighton,1,BE,33,26–7,126.5,100.4,26.1,.9343,59.3,48.0,15.2,15.1,28.1,27.8,34.3,32.9,56.2,46.8,42.1,33.6,44.7,34.8,65.6,+5.7
2014,2,Kansas,1,B12,33,24–9,120.2,95.5,24.7,.9338,54.5,47.1,19.0,16.3,37.1,29.1,48.9,45.8,55.7,44.1,34.5,35.9,29.2,31.1,68.3,+6.9
2014,2,Villanova,1,BE,32,28–4,116.1,92.8,23.3,.9292,54.0,46.6,17.2,20.2,33.1,28.9,45.0,38.7,53.9,43.4,36.1,35.4,44.6,32.7,67.4,+8.4
2014,4,Michigan St.,3,B10,34,26–8,118.4,94.8,23.6,.9276,54.5,46.2,17.1,18.3,33.5,27.7,33.5,39.1,52.1,44.0,39.1,33.2,35.8,37.0,66.3,+6.9
2014,11,Tennessee,2,SEC,32,20–12,116.2,93.6,22.6,.9231,49.3,45.9,17.2,17.2,39.7,27.6,41.3,33.1,49.2,43.9,33.0,34.0,30.6,27.3,63.4,+0.41
2014,9,Pittsburgh,1,ACC,34,25–9,117.1,94.4,22.7,.9229,50.9,46.8,16.5,19.2,37.7,28.8,46.0,37.0,50.0,45.3,35.6,33.1,26.8,33.4,64.1,+4.2
2014,6,Ohio St.,0,B10,34,25–9,109.3,88.4,20.9,.9197,50.3,45.2,17.1,22.0,30.0,30.0,42.8,29.7,51.0,45.7,32.6,29.4,33.2,31.7,65.3,+4.5
2014,1,Wichita St.,1,MVC,33,33–0,115.5,93.5,22.0,.9189,52.0,44.8,16.2,18.5,35.4,25.9,47.3,35.6,52.0,43.7,34.7,31.3,36.5,35.4,65.2,+8.2
2014,11,Iowa,0,B10,32,20–12,120.8,97.9,22.9,.9181,51.3,47.3,16.1,19.0,38.1,28.9,45.8,34.8,50.7,47.0,35.3,32.0,27.5,37.2,71.2,+1.2
2014,3,Syracuse,1,ACC,32,27–5,115.3,93.5,21.8,.9178,48.2,48.3,14.6,21.9,38.1,31.7,38.8,36.5,47.5,45.8,33.5,34.6,27.1,40.8,61.5,+7.9
2014,2,Michigan,3,B10,33,25–8,123.0,99.7,23.3,.9176,55.5,49.6,14.8,17.3,28.9,28.9,35.9,27.6,53.1,50.4,39.4,32.1,40.0,32.1,63.0,+7.7
2014,9,Oklahoma St.,0,B12,33,21–12,116.4,94.5,21.9,.9167,52.8,46.0,14.7,20.0,27.7,32.2,49.4,40.0,51.5,44.8,36.8,32.2,34.2,32.9,69.0,+1.4
2014,4,UCLA,2,P12,34,26–8,118.5,96.9,21.6,.9094,54.4,50.1,14.9,20.5,30.2,28.3,39.0,36.4,52.8,48.8,39.1,34.6,27.5,41.8,70.4,+4.6
2014,8,Gonzaga,1,WCC,33,27–6,114.6,93.9,20.7,.9084,55.4,44.4,16.9,17.8,30.7,29.5,40.6,38.3,54.0,42.8,38.7,31.8,32.7,31.6,66.1,+4.0
2014,8,Kentucky,5,SEC,34,24–10,115.9,95.7,20.2,.9004,49.7,45.0,18.1,16.3,42.2,29.9,53.8,37.8,50.0,44.0,32.5,31.7,28.0,29.4,66.5,+4.0
2014,3,Iowa St.,2,B12,33,26–7,116.6,96.8,19.8,.8945,53.8,47.1,14.4,16.2,28.1,28.3,37.2,31.1,54.6,45.4,35.1,33.6,38.1,33.8,71.9,+7.5
2014,7,Connecticut,6,Amer,34,26–8,111.6,92.8,18.8,.8940,51.4,43.9,17.6,19.5,31.2,33.4,38.6,35.5,48.0,41.4,38.7,32.9,33.8,31.6,65.1,+4.8
2014,5,VCU,0,A10,34,26–8,107.8,89.8,18.0,.8915,47.8,47.5,17.2,25.6,35.1,30.7,35.7,39.5,45.5,48.5,34.9,30.1,33.9,30.0,71.0,+3.7
2014,4,San Diego St.,2,MWC,31,27–4,108.4,90.6,17.8,.8873,46.8,44.4,15.3,21.1,36.1,29.5,44.9,31.8,45.4,43.6,33.9,30.8,25.2,31.0,64.4,+6.1
2014,5,Cincinnati,0,Amer,33,27–6,108.6,91.1,17.5,.8834,47.9,44.6,17.4,22.5,39.1,32.3,39.1,35.3,46.9,43.0,33.5,31.9,31.2,32.4,63.5,+5.4
2014,6,North Carolina,1,ACC,32,23–9,111.7,93.9,17.8,.8812,49.8,46.5,17.1,19.4,37.8,31.3,44.6,41.8,49.6,46.2,33.6,31.3,20.8,34.0,70.9,+4.3
2014,5,Oklahoma,0,B12,32,23–9,118.4,99.8,18.6,.8773,52.0,49.5,15.8,17.7,32.3,30.6,40.0,38.4,49.3,48.6,37.8,34.0,36.8,35.1,71.8,+4.1
2014,7,New Mexico,0,MWC,33,27–6,113.8,97.1,16.7,.8603,51.4,44.9,15.9,14.9,32.8,28.6,47.0,31.2,51.8,41.4,33.7,34.4,31.8,35.1,66.3,+4.5
2014,12,Harvard,1,Ivy,29,25–4,111.4,95.1,16.3,.8598,52.3,46.1,17.6,21.4,32.6,28.9,47.7,36.5,49.9,44.8,38.9,32.6,28.2,30.7,65.5,+2.4
2014,5,Saint Louis,1,A10,31,25–6,105.4,90.0,15.4,.8594,49.7,44.0,18.6,21.0,29.2,29.1,40.6,34.3,50.5,44.1,32.0,29.1,32.6,25.7,67.4,+3.9
2014,6,Baylor,2,B12,33,22–11,118.1,101.1,17.0,.8570,51.4,48.6,18.2,15.9,41.1,32.9,43.7,32.7,48.2,45.6,38.4,36.7,34.5,32.3,62.8,+3.1
2014,8,Memphis,1,Amer,31,22–9,112.4,96.3,16.1,.8554,52.0,48.1,18.8,20.6,36.1,33.2,39.9,33.7,52.7,48.8,33.5,31.0,27.2,29.4,69.7,+2.8
2014,7,Oregon,1,P12,32,23–9,117.3,100.6,16.7,.8543,53.4,49.3,16.3,19.3,32.8,31.8,42.9,48.0,50.7,49.7,39.2,32.3,33.9,31.6,69.4,+2.7
2014,7,Texas,1,B12,33,23–10,110.8,95.1,15.7,.8529,47.4,46.0,17.7,16.6,39.4,30.0,43.8,40.5,46.9,42.9,32.4,34.2,26.4,35.9,68.9,+3.7
2014,9,Kansas St.,0,B12,32,20–12,108.1,93.0,15.1,.8503,49.0,45.4,18.5,18.8,35.0,33.0,40.8,45.5,48.4,46.0,33.4,29.4,32.3,31.2,64.9,+0.6
2014,10,Saint Joseph's,0,A10,33,24–9,112.9,97.8,15.1,.8394,53.9,47.6,18.7,15.4,29.5,27.6,43.4,30.6,52.0,46.1,38.0,33.7,36.8,34.3,65.9,+2.2
2014,10,Stanford,2,P12,33,21–12,112.5,97.8,14.7,.8344,51.9,48.3,16.8,17.0,29.5,28.0,44.6,37.0,50.3,45.8,37.1,35.5,29.3,33.7,67.3,+1.2
2014,10,Arizona St.,0,P12,32,21–11,109.9,95.5,14.4,.8331,52.3,46.0,16.3,17.1,24.2,30.1,42.0,37.0,48.9,45.0,38.6,32.4,37.5,27.5,69.3,+1.2
2014,9,George Washington,0,A10,32,24–8,110.1,96.2,13.9,.8244,51.6,47.0,19.0,19.6,34.8,31.0,46.7,33.5,50.2,47.0,36.9,31.4,28.6,36.0,67.4,+3.2
2014,6,Massachusetts,0,A10,32,24–8,109.7,96.1,13.6,.8209,50.6,46.4,18.8,18.8,34.3,31.6,40.0,36.7,50.1,46.2,34.7,31.3,26.4,27.0,71.7,+3.7
2014,10,BYU,0,WCC,33,22–11,114.2,100.4,13.8,.8149,51.0,49.0,15.3,16.7,35.0,28.6,47.6,36.0,49.5,47.8,37.3,34.1,22.2,35.1,73.1,+0.6
2014,11,Providence,0,BE,34,22–12,113.2,99.5,13.7,.8148,48.1,48.9,17.3,16.4,35.4,30.0,41.9,34.3,46.0,48.7,35.0,32.9,31.7,28.7,65.0,+1.3
2014,12,Xavier,0,BE,33,21–12,112.6,99.1,13.5,.8136,51.9,49.1,18.7,17.0,34.1,28.8,42.0,39.8,51.5,46.8,35.4,35.4,27.1,36.0,66.0,+1.5
2014,11,Nebraska,0,B10,31,19–12,108.6,96.0,12.6,.8052,48.3,47.7,16.7,19.0,26.1,28.9,42.8,43.1,47.1,47.6,33.9,31.9,33.3,35.7,66.3,+1.3
2014,8,Colorado,0,P12,34,23–11,108.0,95.7,12.3,.8017,48.5,49.3,19.4,18.1,34.3,26.0,48.4,30.6,48.7,46.9,32.0,35.7,30.2,35.9,67.0,+2.4
2014,11,Dayton,3,A10,33,23–10,113.2,100.6,12.6,.7950,52.6,49.4,18.1,19.1,34.9,28.6,41.3,43.2,50.7,48.5,37.8,34.3,31.6,32.1,65.4,+0.7
2014,12,N.C. State,0,ACC,34,21–13,113.2,101.6,11.6,.7768,49.8,47.4,15.9,17.5,34.7,36.2,36.4,43.1,51.3,47.1,30.3,32.0,25.8,30.8,66.5,+0.7
2014,12,Stephen F. Austin,1,Slnd,31,29–2,110.8,100.6,10.2,.7512,52.4,50.2,16.8,24.4,38.5,29.3,40.1,52.5,52.3,49.5,35.2,34.8,35.8,25.9,63.8,+1.8
2014,13,New Mexico St.,0,WAC,34,25–9,112.1,102.1,10.0,.7452,53.5,44.4,18.8,16.1,37.9,33.2,54.8,33.7,53.2,42.8,36.2,33.1,26.8,23.0,67.1,-2.2
2014,12,North Dakota St.,1,Sum,28,22–6,114.8,104.9,9.9,.7389,55.0,50.1,15.5,17.4,31.4,27.4,41.7,40.5,56.0,46.8,34.9,37.5,27.1,34.7,64.5,+0.32
2014,13,Manhattan,0,MAAC,32,25–7,106.4,97.4,9.0,.7337,50.8,45.6,19.7,21.8,34.8,33.1,55.9,52.5,48.9,44.2,36.7,32.7,31.3,27.9,69.7,-0.38
2014,13,Tulsa,0,CUSA,33,21–12,106.1,97.3,8.8,.7309,49.3,46.3,16.5,20.4,30.1,29.4,47.8,48.3,49.6,42.9,32.5,35.3,31.7,34.2,68.5,-3.5
2014,14,Mercer,1,ASun,31,23–8,108.4,101.0,7.4,.6943,53.9,46.5,17.8,19.2,32.6,30.1,37.3,41.6,51.3,46.8,38.8,30.6,37.2,36.3,65.4,-2.6
2014,14,North Carolina Central,0,MEAC,31,26–5,106.2,99.3,6.9,.6840,50.2,43.4,17.4,24.0,35.4,32.8,50.8,45.3,50.8,42.2,32.6,30.3,29.4,36.1,64.3,-0.5
2014,14,Louisiana,0,SB,31,20–11,110.9,104.9,6.0,.6553,51.9,50.1,19.1,18.7,36.7,32.1,44.9,44.1,49.9,50.3,37.4,33.0,32.3,30.1,70.2,-3.7
