Year,Seed,School,Round Finished,Conf,G,Rec,AdjOE,AdjDE,AdjNR,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
2016,13,Stony Brook,0,AE,30,24–6,106.1,98.7,7.4,.6954,53.2,47.3,17.2,18.5,34.4,25.8,32.5,27.6,51.9,45.2,37.5,34.2,29.3,34.9,67.6,-1.0
2016,13,Iona,0,MAAC,32,22–10,108.9,102.8,6.1,.6607,53.8,48.5,17.6,19.4,29.4,31.3,32.5,36.2,52.3,45.8,37.2,35.5,44.2,36.1,72.6,-3.3
2016,12,Chattanooga,0,SC,32,27–5,105.9,100.2,5.7,.6534,51.8,49.8,17.9,20.3,32.4,28.9,42.0,30.8,50.4,50.0,36.1,33.0,37.1,36.3,67.1,+0.6
2016,14,Fresno St.,0,MWC,32,23–9,105.5,99.9,5.6,.6528,48.2,48.5,14.9,20.8,30.3,29.0,38.1,46.4,46.8,47.9,34.3,32.9,30.2,39.3,69.9,-0.7
2016,15,Middle Tennessee,1,CUSA,31,22–9,102.2,98.6,3.6,.6037,51.8,48.5,17.2,19.4,28.2,25.5,35.7,42.8,48.2,47.2,38.9,34.1,35.7,33.8,68.6,-3.0
2016,15,Weber St.,0,BSky,31,23–8,102.9,99.6,3.3,.5911,54.9,47.2,19.7,15.5,26.0,25.2,46.6,28.8,55.5,45.1,36.0,35.2,42.1,27.4,67.9,-3.5
2016,14,Green Bay,0,Horz,33,21–12,106.9,104.4,2.5,.5679,49.9,51.2,15.6,20.9,31.3,31.8,42.2,35.4,48.7,49.5,35.0,36.3,31.0,33.9,77.2,-4.4
2016,14,Buffalo,0,MAC,33,19–14,104.3,102.5,1.8,.5508,49.6,49.8,18.9,17.7,32.2,28.6,41.7,37.1,49.2,48.8,33.5,34.4,37.0,35.9,72.9,-5.6
2016,15,UNC Asheville,0,BSth,31,20–11,101.1,99.4,1.7,.5475,49.9,48.7,18.6,22.4,31.6,29.4,42.4,33.4,50.6,51.7,32.2,28.8,30.1,35.5,71.1,-6.1
2016,16,Florida Gulf Coast,0,ASun,29,16–13,102.3,103.0,-0.7,.4796,51.2,48.1,16.9,16.2,31.5,27.5,36.4,36.1,50.9,49.0,34.6,31.0,24.4,36.7,67.7,-8.3
2016,16,Southern,0,SWAC,31,19–12,100.0,106.0,-6.0,.3379,48.7,47.7,16.3,19.5,28.2,31.7,38.7,39.7,47.4,47.5,34.5,32.0,29.5,35.6,69.6,-8.0
2016,16,Austin Peay,0,OVC,33,16–17,101.8,108.4,-6.6,.3267,51.5,53.6,20.4,18.8,31.8,29.7,46.5,31.1,51.2,52.9,34.9,36.4,32.0,40.1,70.4,-11.1
2016,16,Hampton,0,MEAC,30,20–10,98.0,106.9,-8.9,.2700,47.2,48.0,18.9,16.9,34.9,27.4,42.0,36.4,47.6,47.2,30.9,33.2,34.7,32.6,72.1,-6.1
2016,16,Fairleigh Dickinson,0,NEC,31,17–14,103.7,114.6,-10.9,.2394,51.6,52.0,17.9,21.0,28.9,36.0,33.6,46.5,50.1,51.3,36.5,35.4,32.8,36.3,72.2,-9.7
2016,16,Holy Cross,0,Pat,33,14–19,97.3,107.6,-10.3,.2383,47.9,53.2,16.6,20.0,23.6,29.6,36.1,33.8,47.1,52.2,32.7,36.5,40.4,41.2,64.6,-14.3
2017,1,Gonzaga,5,WCC,33,32–1,119.8,88.0,31.8,.9720,58.0,41.6,15.9,17.7,29.9,25.4,38.2,26.0,58.4,40.0,38.2,30.0,32.6,31.8,71.8,+7.8
2017,1,Villanova,1,BE,34,31–3,122.2,92.2,30.0,.9622,57.9,48.1,17.1,20.2,29.6,27.6,35.3,21.8,59.7,48.9,37.0,31.3,44.1,40.2,65.8,+11.0
2017,5,Virginia,1,ACC,32,22–10,114.1,86.7,27.4,.9591,52.9,45.7,15.6,21.0,28.7,24.2,25.7,34.0,50.0,45.0,39.3,31.2,33.2,39.7,60.3,+5.0
2017,2,Kentucky,3,SEC,34,29–5,119.2,91.5,27.7,.9545,53.2,47.4,16.0,19.4,34.0,27.2,41.7,34.7,53.4,48.0,35.3,30.7,31.6,32.7,74.6,+9.0
2017,1,North Carolina,6,ACC,33,26–7,121.0,93.1,27.9,.9531,52.3,48.5,16.4,18.7,42.0,25.1,33.1,31.4,51.1,46.7,36.7,34.2,30.0,39.4,72.7,+8.3
2017,4,Florida,3,SEC,32,24–8,115.7,89.3,26.4,.9516,51.5,45.6,16.6,21.1,31.9,29.2,40.4,33.9,49.9,45.5,36.3,30.7,36.2,31.5,70.4,+6.3
2017,2,Louisville,1,ACC,32,24–8,116.2,89.7,26.5,.9515,51.4,45.1,16.1,19.8,36.3,28.7,34.8,39.8,50.2,44.4,35.9,30.9,32.4,35.6,69.7,+6.8
2017,4,West Virginia,2,B12,34,26–8,116.1,89.8,26.3,.9506,51.8,48.7,16.9,28.1,37.7,32.4,38.2,42.2,50.6,46.6,36.1,34.9,33.0,36.3,72.5,+6.3
2017,2,Duke,1,ACC,35,27–8,121.1,94.9,26.2,.9427,54.8,47.5,16.2,17.2,31.5,29.4,38.9,30.9,53.8,48.8,37.6,29.5,37.7,28.3,69.6,+8.5
2017,1,Kansas,3,B12,32,28–4,120.4,94.4,26.0,.9425,55.9,47.9,18.1,18.6,34.3,30.4,36.8,30.8,53.2,45.0,40.5,35.7,35.5,33.4,71.6,+10.9
2017,6,SMU,0,Amer,34,30–4,118.8,93.7,25.1,.9389,54.7,45.7,17.0,18.3,37.5,26.3,36.5,24.5,51.2,43.5,40.6,32.2,36.3,45.3,65.0,+6.5
2017,10,Wichita St.,1,MVC,33,29–4,116.9,92.8,24.1,.9340,54.7,43.9,15.9,19.8,33.9,24.2,40.9,35.2,51.0,42.3,40.7,31.0,36.4,38.8,70.5,+4.2
2017,4,Purdue,2,B10,32,25–7,116.1,92.3,23.8,.9334,55.7,46.7,18.4,17.0,30.9,24.5,34.3,22.7,52.5,45.8,40.6,32.3,38.0,33.2,70.5,+5.6
2017,7,Saint Mary's,1,WCC,32,28–4,118.3,94.2,24.1,.9317,57.9,45.2,17.3,15.4,33.4,21.4,26.6,25.5,56.5,45.1,39.9,30.3,41.6,28.2,60.8,+4.0
2017,3,Baylor,2,B12,31,24–7,116.0,92.5,23.5,.9310,52.7,45.2,20.7,16.9,40.0,29.7,34.2,30.4,52.5,44.2,35.3,31.4,33.9,34.4,64.8,+7.8
2017,6,Cincinnati,1,Amer,34,29–5,113.6,91.2,22.4,.9259,51.7,44.7,15.2,20.8,35.8,29.6,32.5,29.6,51.8,41.0,34.3,34.1,36.4,36.8,65.7,+5.7
2017,7,Michigan,2,B10,35,24–11,121.6,97.9,23.7,.9236,56.9,51.7,14.6,20.1,25.3,29.4,30.5,27.5,56.7,49.7,38.1,37.8,45.1,28.7,64.0,+3.8
2017,8,Wisconsin,2,B10,34,25–9,113.5,91.5,22.0,.9225,51.7,47.3,16.8,19.9,35.5,25.4,32.0,26.4,50.8,42.6,35.5,37.7,36.7,33.4,64.5,+5.1
2017,5,Notre Dame,1,ACC,34,25–9,119.5,96.4,23.1,.9222,54.0,49.0,13.9,18.8,27.4,31.0,28.2,26.6,51.3,48.1,38.6,33.7,40.8,34.5,68.5,+5.9
2017,3,Oregon,4,P12,33,28–5,116.0,93.7,22.3,.9206,55.6,46.1,17.0,20.1,32.0,29.8,34.4,26.6,54.8,45.8,37.9,31.1,39.1,37.2,68.5,+6.0
2017,5,Iowa St.,1,B12,33,23–10,118.1,95.6,22.5,.9187,54.8,49.0,14.1,20.0,26.1,32.0,27.6,25.7,51.2,47.1,40.2,34.8,39.5,35.6,69.6,+6.4
2017,10,Oklahoma St.,0,B12,31,19–12,125.1,101.4,23.7,.9175,53.8,52.8,18.3,20.8,38.0,32.2,37.8,45.6,50.0,52.5,40.3,35.5,36.1,34.3,73.0,+3.3
2017,2,Arizona,2,P12,34,30–4,116.3,94.3,22.0,.9173,53.7,47.1,17.0,17.7,33.3,26.2,41.0,29.2,51.0,47.9,39.8,30.6,30.8,36.6,67.0,+7.9
2017,3,Florida St.,1,ACC,33,25–8,116.0,94.3,21.7,.9154,53.9,47.4,16.3,19.8,34.0,30.4,37.7,37.3,54.1,45.1,35.6,34.4,31.3,36.1,72.6,+5.9
2017,3,UCLA,2,P12,33,29–4,121.7,99.2,22.5,.9130,59.5,48.4,15.4,16.2,29.4,28.3,26.9,25.8,58.8,45.0,40.5,36.2,37.6,36.0,75.4,+6.7
2017,6,Creighton,0,BE,33,24–9,115.6,95.3,20.3,.9023,58.0,50.0,17.1,19.6,24.1,29.7,27.9,28.6,56.7,49.9,40.1,33.4,35.9,36.8,72.6,+4.2
2017,4,Butler,2,BE,31,23–8,117.5,97.0,20.5,.9014,54.6,50.7,15.1,20.1,28.1,27.8,36.2,37.5,54.6,51.0,36.3,33.4,37.5,37.6,67.0,+5.5
2017,8,Miami FL,0,ACC,32,21–11,110.7,92.3,18.4,.8904,51.2,47.2,19.6,18.3,33.7,27.9,34.3,28.8,49.9,45.9,35.9,33.1,32.7,34.6,64.7,+2.9
2017,11,Kansas St.,0,B12,33,20–13,111.5,93.3,18.2,.8863,52.4,48.9,19.2,22.4,29.5,32.5,40.6,32.2,51.5,44.6,36.1,38.3,36.4,33.8,67.3,+1.6
2017,10,Marquette,0,BE,31,19–12,121.4,101.6,19.8,.8853,57.6,51.9,17.1,18.5,27.3,28.9,31.1,35.9,52.7,50.2,43.0,36.9,41.1,34.1,71.5,+0.6
2017,11,Wake Forest,0,ACC,32,19–13,121.4,101.8,19.6,.8837,54.0,52.2,16.5,16.1,30.9,27.6,40.2,37.0,51.9,51.3,38.7,35.7,35.2,38.9,72.0,+1.3
2017,7,South Carolina,4,SEC,31,21–10,105.2,88.3,16.9,.8822,46.7,45.0,19.0,24.5,33.8,31.6,39.9,46.7,45.0,45.3,33.4,29.6,33.7,33.9,69.6,+1.7
2017,9,Vanderbilt,0,SEC,34,19–15,112.8,95.2,17.6,.8751,52.3,47.9,18.3,16.0,25.0,27.1,34.9,30.6,48.3,46.7,37.7,33.6,48.6,33.2,67.0,+0.08
2017,5,Minnesota,0,B10,33,24–9,108.3,91.8,16.5,.8692,48.6,44.9,16.2,17.7,30.1,30.0,39.5,28.7,47.3,44.5,34.5,30.5,29.7,33.5,70.9,+3.7
2017,11,Xavier,3,BE,34,21–13,114.5,97.3,17.2,.8658,51.6,51.8,18.6,17.8,35.2,25.0,41.2,33.7,52.0,52.5,34.0,33.8,36.4,39.2,68.7,+1.6
2017,8,Northwestern,1,B10,34,23–11,111.1,94.7,16.4,.8626,49.7,46.0,15.9,18.0,30.9,30.7,30.8,35.5,48.9,43.9,34.1,33.5,35.8,34.4,66.7,+2.0
2017,6,Maryland,0,B10,31,23–8,113.0,97.3,15.7,.8478,52.6,47.1,19.1,17.9,30.6,32.3,38.6,32.2,50.9,45.3,36.7,34.0,40.8,32.5,68.6,+3.7
2017,11,Rhode Island,1,A10,33,24–9,110.2,94.9,15.3,.8477,50.7,44.7,16.6,19.5,33.1,29.3,39.6,45.4,50.5,45.3,34.0,29.0,32.0,29.8,67.8,+0.48
2017,9,Michigan St.,1,B10,33,19–14,109.7,94.6,15.1,.8461,53.9,46.3,20.7,16.1,29.3,27.3,33.8,35.1,52.4,43.5,37.6,34.7,37.9,32.7,68.2,+0.38
2017,9,Virginia Tech,0,ACC,32,22–10,116.5,101.4,15.1,.8311,57.0,50.9,17.2,16.6,23.4,29.9,40.5,26.9,54.8,49.1,40.3,36.0,39.9,35.4,70.1,+3.3
2017,12,Middle Tennessee,1,CUSA,33,29–4,110.4,96.3,14.1,.8279,54.3,47.4,15.6,20.2,30.2,24.3,29.7,37.9,53.8,46.8,37.0,32.5,30.3,35.4,65.7,+2.2
2017,7,Dayton,0,A10,30,23–7,110.5,96.5,14.0,.8252,54.2,47.7,17.1,20.8,25.8,27.0,43.7,34.6,51.8,47.2,38.7,32.4,38.4,39.4,69.8,+1.6
2017,8,Arkansas,1,SEC,34,25–9,115.4,101.1,14.3,.8195,51.5,48.2,16.4,18.3,32.4,33.5,38.8,39.3,50.2,47.2,36.4,33.2,29.8,37.4,70.9,+3.9
2017,11,Providence,0,BE,32,20–12,107.4,94.5,12.9,.8125,51.3,49.7,18.5,20.5,26.4,28.1,38.2,30.0,49.1,50.0,36.8,32.7,35.8,34.3,67.9,+0.6
2017,9,Seton Hall,0,BE,32,21–11,108.6,95.8,12.8,.8082,50.2,49.0,19.4,17.6,35.3,25.4,37.9,36.1,50.0,48.0,33.7,34.0,30.9,34.3,68.8,+2.6
2017,10,VCU,0,A10,34,26–8,107.9,95.8,12.1,.7970,51.1,47.1,17.9,21.0,31.4,27.5,36.3,39.8,51.5,45.5,33.4,33.8,29.7,31.3,69.8,+1.4
2017,12,Nevada,0,MWC,34,28–6,113.5,101.1,12.4,.7905,52.7,47.9,15.7,15.9,30.6,26.2,41.8,28.1,49.3,48.9,38.5,30.7,40.2,35.4,71.1,+1.8
2017,12,UNC Wilmington,0,CAA,32,27–5,117.1,104.6,12.5,.7854,55.2,53.1,13.9,20.3,32.5,28.8,30.9,39.4,56.1,54.2,36.0,33.7,41.8,29.4,71.4,+1.7
2017,12,Princeton,0,Ivy,28,22–6,108.1,96.6,11.5,.7848,53.5,48.9,15.2,20.6,24.2,24.7,24.9,31.7,50.4,47.2,38.1,34.4,45.9,37.3,64.3,-0.29
2017,11,USC,1,P12,33,24–9,111.2,99.6,11.6,.7801,51.9,49.7,15.7,18.0,30.8,31.2,37.2,23.9,50.5,46.8,36.3,36.5,36.1,36.5,70.5,+1.4
2017,13,Vermont,0,AE,33,28–5,109.5,98.6,10.9,.7701,55.4,48.2,17.1,19.7,30.1,26.9,34.9,26.6,55.6,46.7,36.7,34.5,31.5,30.3,65.9,+0.9
2017,13,East Tennessee St.,0,SC,32,25–7,106.9,96.8,10.1,.7592,56.1,48.5,20.6,22.0,30.0,27.1,43.8,37.8,55.4,45.3,38.2,35.6,35.2,39.4,71.6,-0.6
2017,13,Bucknell,0,Pat,34,26–8,107.5,99.5,8.0,.7089,55.4,48.0,18.8,19.7,26.8,27.4,37.2,32.7,54.6,46.5,37.7,34.0,38.6,31.8,71.3,-2.0
2017,14,New Mexico St.,0,WAC,30,25–5,109.0,101.8,7.2,.6879,52.8,47.4,19.7,19.2,36.0,28.3,44.1,35.3,54.5,48.7,33.4,30.0,39.1,33.2,68.9,-0.13
2017,14,Florida Gulf Coast,0,ASun,30,23–7,108.5,103.9,4.6,.6217,54.1,49.1,18.1,17.3,34.6,29.6,34.0,34.8,55.6,50.3,34.0,31.4,31.8,38.0,66.8,-1.6
2017,13,Winthrop,0,BSth,30,24–6,105.4,101.8,3.6,.6012,53.7,46.4,17.9,18.7,27.0,28.7,38.9,33.8,51.2,45.7,38.0,31.8,43.6,35.4,72.3,-1.7
2017,14,Iona,0,MAAC,34,22–12,108.7,105.3,3.4,.5897,53.4,49.6,16.5,18.0,26.9,31.7,31.2,33.4,49.3,47.2,39.7,36.0,40.0,35.5,71.8,-5.6
2017,15,Troy,0,SB,34,20–14,108.8,107.0,1.8,.5469,51.8,49.9,17.6,17.7,30.6,29.6,40.6,32.6,50.8,49.5,35.5,33.7,40.3,39.5,69.4,-7.9
2017,14,Kent St.,0,MAC,34,21–13,103.8,102.5,1.3,.5383,48.1,49.6,18.1,19.3,38.1,30.0,33.0,34.2,48.6,47.9,31.4,35.0,35.1,35.7,69.7,-7.0
2017,15,Northern Kentucky,0,Horz,32,22–10,105.6,104.3,1.3,.5360,52.9,49.8,19.0,17.0,31.3,26.3,37.3,30.0,51.9,50.1,36.1,32.8,42.4,33.7,69.3,-4.8
2017,16,North Carolina Central,0,MEAC,30,22–8,101.7,100.8,0.9,.5266,51.8,45.1,17.9,19.6,32.0,31.4,34.8,27.6,53.0,45.9,33.3,29.1,38.2,35.7,67.9,-5.0
2017,15,North Dakota,0,BSky,28,19–9,102.1,102.6,-0.5,.4861,53.4,50.3,18.7,20.0,26.2,27.9,36.6,39.4,51.6,49.4,38.4,34.8,30.1,32.6,72.4,-5.2
2017,15,Jacksonville St.,0,OVC,32,18–14,104.0,104.8,-0.8,.4763,52.4,49.3,20.7,16.8,31.5,28.0,33.8,34.8,50.9,44.7,36.7,37.9,36.6,37.5,65.2,-7.9
2017,16,New Orleans,0,Slnd,28,17–11,99.1,101.0,-1.9,.4452,50.1,49.9,23.8,22.3,36.2,32.7,43.5,34.9,51.2,51.7,31.1,31.2,25.1,36.6,67.8,-6.2
2017,16,South Dakota St.,0,Sum,32,16–16,108.6,111.7,-3.1,.4207,53.8,54.0,18.3,16.3,27.4,28.8,40.6,27.1,53.4,52.4,36.1,37.3,46.0,45.9,68.6,-9.7
2017,16,UC Davis,0,BW,32,20–12,97.9,101.0,-3.1,.4116,48.7,48.4,20.2,20.0,29.6,28.3,41.1,33.6,46.9,48.1,35.1,32.7,31.4,36.3,70.2,-7.4
2017,16,Mount St. Mary's,0,NEC,34,19–15,98.3,101.5,-3.2,.4064,50.9,49.6,19.2,21.7,23.0,34.5,32.8,33.3,49.5,48.8,35.7,34.4,36.8,27.6,68.4,-7.8
2017,16,Texas Southern,0,SWAC,34,23–11,101.7,106.7,-5.0,.3665,48.2,48.9,16.6,19.3,32.3,34.4,44.9,32.2,50.1,49.0,29.7,32.4,34.1,28.5,69.9,-4.3
2018,1,Virginia,0,ACC,33,31–2,115.2,85.0,30.2,.9706,52.9,43.7,14.1,21.0,27.4,25.7,24.8,26.2,50.0,42.4,39.0,30.3,34.8,40.5,60.4,+11.3
2018,1,Villanova,6,BE,34,30–4,127.7,95.4,32.3,.9663,59.7,49.2,14.6,18.5,28.8,26.7,28.6,25.5,59.7,49.3,39.8,32.8,46.6,35.5,69.5,+10.6
2018,2,Duke,3,ACC,33,26–7,123.2,93.9,29.3,.9576,56.0,46.0,17.7,16.9,39.1,29.2,34.9,22.0,55.6,44.8,37.8,32.1,35.5,36.7,71.4,+6.6
2018,2,Purdue,2,B10,34,28–6,123.6,94.4,29.2,.9567,58.1,46.8,15.6,17.7,27.7,28.2,36.1,23.8,54.9,44.9,42.0,33.7,40.2,34.4,68.9,+7.6
2018,2,Cincinnati,1,Amer,34,30–4,111.1,86.5,24.6,.9469,51.6,42.8,17.3,22.3,38.1,28.7,36.8,27.4,50.5,40.7,35.7,30.9,35.2,37.7,66.5,+6.0
2018,3,Michigan St.,1,B10,33,29–4,119.4,93.7,25.7,.9419,57.8,42.6,19.2,14.5,36.1,26.8,36.3,29.2,55.5,38.4,41.3,33.3,35.8,35.8,68.2,+8.0
2018,1,Kansas,4,B12,34,27–7,121.7,95.7,26.0,.9406,58.1,48.5,16.6,18.5,29.1,31.7,26.2,24.8,56.5,48.1,40.3,32.7,41.6,38.4,69.8,+8.2
2018,2,North Carolina,1,ACC,35,25–10,121.2,96.8,24.4,.9299,52.3,50.1,16.8,16.2,38.4,26.0,28.6,25.8,51.1,45.0,36.4,38.3,34.9,40.9,72.5,+7.1
2018,5,West Virginia,2,B12,34,24–10,119.1,95.3,23.8,.9281,50.3,49.6,16.5,23.3,36.6,30.0,31.2,44.1,48.5,45.6,35.3,37.4,38.9,38.0,71.2,+4.6
2018,1,Xavier,1,BE,33,28–5,121.4,97.3,24.1,.9269,55.7,50.0,17.0,15.7,30.0,22.9,40.2,24.8,55.9,50.0,36.9,33.4,36.0,41.2,71.6,+8.8
2018,4,Gonzaga,2,WCC,34,30–4,118.3,95.2,23.1,.9239,57.7,46.9,16.0,17.4,33.0,22.7,30.9,29.4,58.8,43.3,37.4,35.5,39.6,35.7,70.3,+4.9
2018,5,Ohio St.,1,B10,32,24–8,116.1,93.6,22.5,.9228,54.4,48.3,17.3,18.0,30.3,24.9,31.5,29.0,55.1,46.0,35.3,34.6,33.2,39.6,67.8,+4.5
2018,3,Texas Tech,3,B12,33,24–9,112.9,91.1,21.8,.9222,52.7,46.7,18.1,22.0,33.3,28.4,40.3,38.1,51.5,45.1,36.6,32.8,34.1,38.9,67.6,+4.7
2018,3,Tennessee,1,SEC,33,25–8,114.3,92.3,22.0,.9215,50.7,46.8,18.0,20.6,33.6,31.5,36.5,38.3,47.0,46.1,38.4,31.9,35.6,36.3,67.3,+6.4
2018,3,Michigan,5,B10,34,27–7,114.3,92.5,21.8,.9195,54.4,48.4,13.9,19.4,26.0,24.4,30.3,30.2,54.3,47.0,36.4,34.3,43.1,30.2,65.7,+6.9
2018,6,Florida,1,SEC,32,20–12,116.0,95.2,20.8,.9071,51.1,48.9,14.3,20.1,28.8,30.8,33.1,31.7,47.5,46.6,37.5,35.7,40.2,33.6,68.3,+1.4
2018,8,Creighton,0,BE,31,20–11,117.3,97.0,20.3,.8983,58.0,50.0,15.4,15.8,21.8,24.7,27.1,24.2,59.3,50.1,37.6,33.2,44.7,37.4,72.3,+2.1
2018,10,Butler,1,BE,33,20–13,115.4,95.5,19.9,.8972,53.8,52.0,15.7,19.8,27.3,24.7,26.3,35.1,54.1,49.6,35.6,37.4,37.2,37.5,69.4,+1.7
2018,4,Auburn,1,SEC,32,25–7,117.0,97.1,19.9,.8955,51.8,49.5,16.7,20.8,33.0,28.3,39.9,38.4,49.4,47.1,36.6,35.4,43.1,39.4,73.7,+4.3
2018,6,Houston,1,Amer,33,26–7,114.6,95.1,19.5,.8953,53.9,45.8,17.8,19.4,34.7,25.8,32.2,41.1,51.4,43.8,38.7,32.7,37.7,37.7,69.4,+2.5
2018,5,Kentucky,2,SEC,34,24–10,115.1,95.7,19.4,.8934,51.7,46.9,18.6,17.1,35.6,31.3,42.8,32.2,50.9,48.4,36.1,29.9,26.2,42.2,70.0,+4.3
2018,8,Seton Hall,1,BE,32,21–11,116.5,97.4,19.1,.8864,52.8,49.9,17.9,17.9,34.2,28.5,34.6,28.9,52.0,49.8,36.4,33.4,32.8,37.4,70.7,+2.5
2018,5,Clemson,2,ACC,32,23–9,111.6,93.7,17.9,.8820,52.7,47.6,17.9,17.7,27.4,26.7,34.1,27.0,51.2,44.3,36.6,35.5,40.6,37.0,67.0,+4.0
2018,6,TCU,0,B12,32,21–11,120.4,101.1,19.3,.8814,56.9,52.7,17.7,17.6,34.5,25.9,34.1,30.7,55.2,50.4,40.0,37.9,35.2,35.9,70.1,+2.2
2018,4,Wichita St.,0,Amer,32,25–7,120.4,101.5,18.9,.8763,55.3,49.3,16.4,16.4,35.2,22.7,35.1,33.1,53.8,45.8,38.5,36.3,39.0,40.4,70.2,+3.4
2018,7,Texas A&M,2,SEC,32,20–12,110.3,93.6,16.7,.8692,51.1,46.4,19.2,15.9,34.3,28.3,32.0,29.0,52.1,45.1,32.7,32.4,33.2,37.6,70.0,+1.9
2018,6,Miami FL,0,ACC,31,22–9,112.6,95.5,17.1,.8685,53.0,48.8,16.5,18.9,29.0,28.3,29.1,28.4,52.2,48.7,36.3,32.6,36.5,35.5,68.3,+2.7
2018,8,Missouri,0,SEC,31,19–12,113.0,96.3,16.7,.8632,54.5,46.6,20.7,16.0,30.8,28.3,38.2,29.4,50.8,45.6,39.2,32.3,45.5,36.4,66.8,+0.45
2018,4,Arizona,0,P12,34,27–7,117.4,100.1,17.3,.8623,56.6,49.3,17.6,16.7,33.2,25.0,37.6,31.8,56.6,47.4,37.7,35.2,32.2,35.2,68.5,+3.8
2018,9,Kansas St.,3,B12,33,22–11,112.3,95.8,16.5,.8614,53.5,49.5,17.2,21.4,26.1,32.2,33.6,36.6,54.6,49.3,34.4,33.2,36.8,39.7,66.5,+2.5
2018,10,Texas,0,B12,33,19–14,108.6,92.7,15.9,.8613,49.8,47.9,17.1,18.3,29.4,29.5,33.2,26.1,51.4,47.1,31.5,33.0,38.2,34.9,66.7,+1.3
2018,10,Oklahoma,0,B12,31,18–13,115.9,99.3,16.6,.8552,53.8,51.2,17.3,17.1,27.9,30.0,33.1,25.6,53.4,49.5,36.3,36.1,40.9,37.2,77.0,+1.1
2018,7,Arkansas,0,SEC,34,23–11,117.0,100.3,16.7,.8546,54.2,50.2,15.3,19.4,29.4,31.6,37.3,41.4,51.4,48.0,40.0,35.5,32.1,41.5,71.1,+2.8
2018,9,Florida St.,3,ACC,31,20–11,114.5,98.4,16.1,.8517,53.9,48.9,17.6,19.1,33.2,30.1,36.1,30.7,54.6,45.5,35.1,36.4,36.9,37.6,73.0,+1.0
2018,7,Nevada,2,MWC,34,27–7,118.0,101.5,16.5,.8501,54.9,49.2,13.9,18.2,27.4,29.1,37.1,30.7,51.6,50.7,39.8,31.2,40.4,39.5,70.9,+2.5
2018,8,Virginia Tech,0,ACC,32,21–11,114.4,98.4,16.0,.8496,57.5,49.9,16.9,18.4,23.5,29.1,36.5,28.7,57.3,48.6,38.5,34.5,40.1,43.0,70.3,+1.3
2018,11,San Diego St.,0,MWC,31,21–10,110.6,95.7,14.9,.8399,52.0,48.8,17.0,19.3,31.8,25.3,34.3,29.2,52.3,48.3,34.3,33.1,36.1,40.4,70.0,-1.6
2018,11,Arizona St.,0,P12,31,20–11,117.2,102.1,15.1,.8299,53.9,50.7,14.6,20.4,28.1,30.7,41.9,32.3,53.3,50.4,36.4,34.1,40.7,39.9,72.9,-1.2
2018,11,Syracuse,2,ACC,33,20–13,106.3,93.0,13.3,.8228,47.2,46.8,19.1,19.6,35.1,29.3,40.2,31.3,46.7,44.8,32.1,32.8,33.5,43.8,64.5,-0.42
2018,7,Rhode Island,1,A10,32,25–7,110.2,96.5,13.7,.8217,51.5,50.1,15.5,22.9,31.0,27.5,30.5,40.7,51.1,50.3,35.0,33.1,31.9,30.4,69.9,+1.6
2018,12,Davidson,0,A10,32,21–11,116.7,102.5,14.2,.8153,57.7,51.2,14.5,16.2,22.7,23.4,24.5,28.6,56.8,50.0,39.1,35.2,48.2,42.5,65.4,-2.8
2018,9,N.C. State,0,ACC,32,21–11,114.8,101.1,13.7,.8116,53.3,51.5,16.9,20.7,33.6,31.9,33.9,32.6,52.1,53.5,37.2,31.6,34.0,32.1,72.8,+0.9
2018,12,New Mexico St.,0,WAC,30,25–5,106.9,94.2,12.7,.8097,51.8,45.5,17.4,19.3,34.2,22.8,29.1,33.6,52.3,45.0,34.0,30.8,36.4,37.2,69.3,+1.3
2018,9,Alabama,1,SEC,34,19–15,107.0,94.8,12.2,.8007,51.6,47.2,20.1,18.7,29.1,30.6,41.5,36.8,53.2,46.8,32.5,31.9,35.6,37.1,70.0,-1.1
2018,10,Providence,0,BE,34,21–13,108.7,96.5,12.2,.7982,49.6,50.1,17.6,18.9,29.4,28.9,39.2,31.4,49.5,51.3,33.3,32.1,33.0,36.5,68.3,+2.0
2018,11,Loyola Chicago,4,MVC,32,27–5,109.0,96.8,12.2,.7976,57.8,47.3,18.8,20.0,22.1,25.9,33.2,25.7,56.5,46.3,40.0,32.6,35.7,36.4,66.5,+2.0
2018,11,UCLA,0,P12,32,21–11,114.7,101.9,12.8,.7957,53.8,49.4,16.2,14.7,28.6,27.2,35.9,29.5,51.3,47.4,38.3,34.9,39.9,39.6,71.6,-0.03
2018,12,South Dakota St.,0,Sum,30,24–6,114.0,101.6,12.4,.7899,54.5,50.2,13.8,14.3,24.7,22.9,35.8,25.5,51.2,49.8,39.2,33.8,43.5,37.7,71.4,+0.6
2018,13,Buffalo,1,MAC,33,25–8,113.6,102.6,11.0,.7628,54.8,48.5,16.6,18.2,32.0,28.6,30.3,40.4,54.2,47.7,37.2,33.3,40.0,34.1,74.0,-1.3
2018,11,St. Bonaventure,0,A10,32,25–7,110.4,100.6,9.8,.7456,52.3,48.9,16.3,20.4,30.1,29.6,39.9,39.3,48.5,49.6,39.8,32.0,33.7,42.6,70.4,+1.4
